Age,Ethnicity,Gender,Sexual Orientation,Profession,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q11,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q24,Q25,Q26,Q27,Q28,Q75,Q76,Q77,Q78,Q79,Q81,Q82,Q83,Q84,Q85,Q86,Q52,Q53,Q54,Q55,Q56,Q95,Q96,Q97,Q98,Q99,Q101,Q103,Q104,Q105,Q106,Q100,type_transgression
2,2,2,1,1,1,1,2,5,3,1,1,1,1,2,4,2,1,1,1,1,3,1,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,,0
2,1,3,4,1,3,4,2,5,5,4,2,3,2,2,4,4,4,2,4,4,4,4,3,1,2,2,2,1,1,2,1,2,3,1,3,3,2,,,,,,,,,,,,,,,,,,1
1,1,2,3,1,2,5,2,3,2,4,1,3,4,1,5,2,1,1,1,1,5,3,,,,,,,,,,,,,,,,,3,1,4,1,3,3,1,1,1,2,8,8,8,8,6,,0
2,5,2,1,1,4,4,3,5,2,5,3,4,2,5,5,3,5,3,5,5,4,4,,,,,,,,,,,,,,,,,2,2,2,2,2,3,3,3,3,3,6,6,6,6,6,,0
2,4,2,1,1,4,5,4,5,2,5,2,5,3,3,5,5,5,4,5,4,5,4,2,2,4,3,4,4,2,4,3,4,2,2,2,2,1,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,4,5,2,5,4,4,2,4,4,5,5,5,5,1,5,4,4,5,4,1,4,2,4,4,1,4,1,3,4,1,4,1,3,"Whilst purchasing merch is an optional extra, listening to her music has been such a huge part of my life for so long that it would be extremely difficult to cut that out without it affecting me personally. I would try to listen to the music in a way not supporting her - i.e through existing physical CDs, or unofficial downloads",,,,,,,,,,,,,,,,,1
2,5,2,5,1,4,4,5,5,2,4,1,4,2,5,5,4,5,2,5,2,4,5,,,,,,,,,,,,,,,,,5,4,4,4,5,2,2,2,2,2,7,5,5,5,5,,0
2,1,2,4,1,5,5,3,4,2,5,4,5,1,5,5,4,4,2,5,5,5,1,,,,,,,,,,,,,,,,,2,1,3,1,2,4,3,4,1,3,7,7,8,5,6,,0
2,4,2,1,1,5,2,2,5,5,4,4,4,4,5,5,5,5,4,5,5,5,2,4,4,4,1,5,4,4,4,1,4,4,4,4,1,3,"I think we need to remember that celebrities are human and not always idolise them - they can make mistakes, but I still appreciate her art. I think we should learn to separate the person from the music sometimes",,,,,,,,,,,,,,,,,1
2,1,2,1,1,4,5,3,5,4,5,3,5,2,5,5,5,5,4,5,4,5,5,,,,,,,,,,,,,,,,,1,5,4,2,3,5,1,5,5,5,8,8,8,8,8,,0
2,1,2,1,1,4,5,4,4,3,2,1,3,2,2,3,2,4,2,4,4,2,3,4,3,3,1,3,4,3,4,1,3,4,3,4,2,3,"I often separate art and the artist, her actions would not stop me from listening to her music but I would never defend a celebrity if I believe they’re doing something inherently wrong. I would also never be persuaded to believe something by a celebrity.",,,,,,,,,,,,,,,,,1
2,4,1,1,1,5,4,4,5,5,4,4,5,5,5,5,5,4,1,4,5,4,3,3,1,4,5,5,1,5,5,3,2,1,5,5,2,2,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,4,4,4,5,3,4,3,3,2,5,5,5,4,5,5,5,5,4,,,,,,,,,,,,,,,,,3,2,3,1,2,2,2,3,2,2,7,7,7,5,6,I don’t really know how I would respond in the situations but I wouldn’t defend those kind of actions ,0
2,5,2,1,1,4,5,4,5,4,4,2,4,4,5,5,4,4,2,4,4,4,2,,,,,,,,,,,,,,,,,4,3,4,4,5,4,2,3,3,5,8,6,6,6,8,,0
2,1,2,1,1,3,5,2,5,2,4,1,4,1,5,5,4,4,3,4,3,4,1,4,3,4,2,4,4,3,4,2,4,3,3,4,1,3,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,4,5,5,5,4,4,2,4,4,3,5,5,4,3,4,4,5,5,,,,,,,,,,,,,,,,,4,4,4,2,3,4,4,4,2,2,5,5,5,4,4,,0
2,1,2,1,1,3,4,3,4,1,4,1,2,1,5,5,1,4,1,5,5,4,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,"I think making transphobic comments or actively supporting a controversial political figure is worse than cheating on a partner because it affects a wider range of people, and I would not support someone who did that, regardless of whether I enjoy the content they create. However I think cheating on a partner only affects the people in the relationship, is a private thing, and honestly I don’t think that celebrities’ private lives should be up for public consumption.  ",0
2,1,2,3,1,4,5,4,5,4,4,3,4,4,4,5,5,5,3,5,4,4,3,3,3,3,2,4,2,2,2,1,3,4,4,4,3,4,"Imagine you being the most famous person on the planet who has been stalked multiple times by fans and paparazzi, she has a right to safety. She is also working to offset her carbon emissions, however if she was doing it on purpose with no regard for the environment I’d feel rather conflicted.",,,,,,,,,,,,,,,,,1
2,1,2,3,1,3,4,2,4,3,3,2,3,2,4,4,2,2,2,1,4,3,1,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,1,2,6,6,6,5,6,,0
2,1,1,2,1,4,5,2,5,5,5,3,4,4,5,5,5,5,4,5,5,5,5,5,4,4,4,5,4,5,5,4,5,5,5,5,4,4,Taylor isn’t always responsible for how her fans behave and when they misbehave or act out she usually calls them out,,,,,,,,,,,,,,,,,1
2,4,2,4,3,4,4,4,5,4,4,1,4,4,5,4,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,1,1,1,1,1,4,1,4,4,4,8,8,8,8,8,,0
2,1,2,1,1,4,5,4,5,3,5,3,2,2,5,5,5,5,2,3,5,4,4,4,2,4,2,3,2,1,3,1,2,2,2,3,1,2,Conflict of personal enjoyment of her music and my morals ,,,,,,,,,,,,,,,,,1
2,1,2,1,1,4,5,4,5,5,4,2,4,2,3,5,5,5,1,1,5,5,1,3,3,3,4,5,5,4,4,5,5,5,4,5,5,5,,,,,,,,,,,,,,,,,,1
2,4,2,1,1,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,5,5,,,,,,,,,,,,,,,,,3,4,5,3,4,4,4,5,3,4,7,8,8,6,7,,0
2,1,1,1,1,4,5,5,4,3,3,1,2,1,5,5,4,4,1,5,5,4,1,3,3,5,2,2,2,1,4,2,1,3,5,4,2,1,,,,,,,,,,,,,,,,,,1
2,1,2,3,1,5,4,4,5,5,4,1,3,3,5,4,4,4,2,5,4,5,3,4,4,4,1,4,2,1,1,1,1,4,1,2,1,1,,,,,,,,,,,,,,,,,,1
2,1,2,5,1,4,5,4,5,4,5,2,4,2,5,5,4,5,5,5,5,4,5,5,4,5,2,5,4,2,4,1,2,4,2,4,1,2,,,,,,,,,,,,,,,,,,1
2,1,1,1,1,4,4,2,5,4,5,1,4,1,1,4,4,5,1,1,4,5,1,4,2,4,2,4,4,2,1,1,4,4,2,3,2,4,,,,,,,,,,,,,,,,,,1
2,1,2,3,1,4,5,2,5,4,5,2,5,2,4,4,5,5,1,5,4,5,5,4,4,4,2,2,4,1,2,1,1,5,1,2,1,2,,,,,,,,,,,,,,,,,,1
2,4,2,3,1,3,5,4,5,1,4,1,2,1,3,5,4,5,4,5,4,5,3,4,4,5,2,5,4,2,4,2,5,4,2,4,2,5,,,,,,,,,,,,,,,,,,1
2,4,2,3,1,5,5,4,5,5,5,3,4,4,5,5,4,5,4,4,5,4,3,,,,,,,,,,,,,,,,,2,2,3,3,4,4,4,4,4,4,8,7,8,7,7,"Social media always takes the context out of a debate or somehow exaggerates an unimportant fact, Taylor is definitely not a perfect person but I think people need to have firmer beliefs on things they choose to have a passion for, but having their own morals and ethics of course at the same time.",0
2,4,2,1,2,1,4,4,5,1,4,1,2,1,2,5,2,4,2,2,4,5,2,4,3,2,1,3,2,1,1,3,3,4,3,2,2,3,"I think Taylor Swift gets a lot of hate for a lot of normal stuff that all celebrities do. And while i do not know her personally, i dont think a lot of the hate towards her is warranted. She does make great music though :)",,,,,,,,,,,,,,,,,1
2,1,2,4,1,4,5,4,5,3,5,1,4,1,2,5,5,4,3,4,5,4,4,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,7,4,7,6,6,"If Taylor swift did something that goes against human rights (transphobia, racism etc) I would no longer support her immediately. If she cheated on her partner, I don’t deem that as black and white, I’d think a bit less of her but I don’t know her as a person or her relationships",0
2,1,2,4,1,5,5,2,5,3,5,4,5,2,3,5,5,5,5,5,5,4,4,,,,,,,,,,,,,,,,,1,1,4,1,2,1,1,2,1,2,8,7,8,6,8,,0
3,5,2,3,1,2,3,4,3,1,1,1,1,1,5,3,1,1,1,1,4,1,1,4,2,2,1,1,2,2,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,1
2,5,2,4,1,2,3,1,4,4,1,1,1,1,1,4,1,1,1,1,4,2,1,4,2,3,1,3,3,1,3,1,1,3,1,2,1,1,,,,,,,,,,,,,,,,,,1
2,1,2,1,1,5,4,5,5,5,5,3,5,4,5,4,4,4,1,1,1,5,5,5,3,5,5,5,5,3,5,4,5,5,3,5,5,5,,,,,,,,,,,,,,,,,,1
2,5,2,3,1,4,5,4,5,4,5,2,5,3,2,5,5,5,4,5,5,5,4,4,3,5,3,5,4,4,5,4,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,1
2,4,2,1,1,1,2,3,4,1,2,1,4,1,5,1,2,4,1,4,1,4,1,,,,,,,,,,,,,,,,,2,1,1,1,1,4,1,1,1,1,7,4,4,4,4,,0
2,5,1,2,1,3,5,4,5,5,5,2,5,4,5,5,5,5,5,5,5,5,5,4,4,3,2,4,4,3,4,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,1
